location	development_rank	ir_province_rank	total_pop	weighted_pop	civilization_value	road_degree	building_levels	is_port	raw_score	mapped_target
cimbria_centralis	rural_settlement	settlement	3.000	2.400	3.000	0	0.000	0	6.574	-8.000
cimbria_maior	rural_settlement	settlement	4.000	3.600	3.000	0	0.000	0	8.145	-3.000
cimbrica_minor	rural_settlement	settlement	2.000	1.800	3.000	0	0.000	0	5.564	-8.000
cimus	rural_settlement	settlement	8.000	10.400	14.000	0	0.000	0	13.635	-3.000
cina	rural_settlement	settlement	5.000	5.200	5.000	0	0.000	0	9.838	-3.000
cingulum	rural_settlement	settlement	10.000	16.800	24.000	0	0.000	0	16.652	-3.000
cinnaba_mons	rural_settlement	settlement	5.000	6.600	11.000	0	0.000	0	11.316	-3.000
circeii	rural_settlement	settlement	7.000	13.600	24.000	2	0.000	0	16.830	-3.000
circesium	rural_settlement	settlement	3.000	5.000	23.000	2	0.000	0	12.136	-3.000
cirta	town	city	29.000	36.600	24.000	0	0.000	0	22.040	5.000
cisimbrium	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
cisomagus	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
cissia	rural_settlement	settlement	3.000	3.600	27.000	2	0.000	0	11.034	-3.000
cistula	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
citras	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
civitas_auderiensium	rural_settlement	settlement	5.000	5.000	0.000	0	0.000	0	9.317	-3.000
clandate	rural_settlement	settlement	5.000	5.200	8.000	0	0.000	0	10.048	-3.000
claritas_iulia	rural_settlement	settlement	7.000	7.600	19.000	0	0.000	0	12.519	-3.000
clastidium	rural_settlement	settlement	5.000	6.600	9.000	0	0.000	0	11.176	-3.000
claudi	rural_settlement	settlement	5.000	6.200	3.000	0	0.000	0	10.475	-3.000
claudia	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
claudiomagus	rural_settlement	settlement	6.000	6.000	9.000	0	0.000	0	10.749	-3.000
clavenna	rural_settlement	settlement	8.000	11.400	7.000	0	0.000	0	13.582	-3.000
cleopatris	rural_settlement	settlement	2.000	3.400	28.000	0	0.000	0	9.664	-3.000
clepidava	rural_settlement	settlement	4.000	3.600	3.000	0	0.000	0	8.145	-3.000
clevora	rural_settlement	settlement	4.000	6.800	10.000	0	0.000	0	11.381	-3.000
clinno	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
clunia	rural_settlement	settlement	3.000	3.400	11.000	0	0.000	0	8.474	-3.000
clunia_raetia	rural_settlement	settlement	4.000	3.400	7.000	0	0.000	0	8.194	-3.000
clusium	city	city	25.000	34.400	33.000	0	0.000	0	22.357	5.000
cobandia_maior	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
cobandia_minor	rural_settlement	settlement	3.000	2.400	3.000	0	0.000	0	6.574	-8.000
cobelcorum	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
cocala	rural_settlement	settlement	8.000	10.600	19.000	0	0.000	0	14.075	-3.000
coccium	rural_settlement	settlement	3.000	3.400	10.000	0	0.000	0	8.404	-3.000
codasi	rural_settlement	settlement	6.000	8.600	23.000	0	0.000	0	13.371	-3.000
coeba	rural_settlement	settlement	10.000	12.200	10.000	0	0.000	0	14.117	-3.000
coenonia	rural_settlement	settlement	2.000	2.600	5.000	0	0.000	0	7.011	-8.000
coequosa	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
cognia	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
colancorum	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
colapattinam	rural_settlement	settlement	7.000	11.200	21.000	0	0.000	0	14.477	-3.000
colapia	rural_settlement	settlement	4.000	7.600	8.000	0	0.000	0	11.749	-3.000
colatio	rural_settlement	settlement	7.000	9.000	6.000	0	0.000	0	12.393	-3.000
colenda	rural_settlement	settlement	7.000	6.600	11.000	0	0.000	0	11.316	-3.000
colicaria	rural_settlement	settlement	4.000	4.600	9.000	0	0.000	0	9.588	-3.000
colira	rural_settlement	settlement	2.000	1.800	28.000	0	0.000	0	7.314	-8.000
colit	rural_settlement	settlement	3.000	3.600	20.000	0	0.000	0	9.335	-3.000
collata	rural_settlement	settlement	3.000	3.400	0.000	0	0.000	0	7.704	-3.000
collippo	rural_settlement	settlement	6.000	5.800	11.000	0	0.000	0	10.738	-3.000
coloera	rural_settlement	settlement	5.000	5.200	17.000	0	0.000	0	10.678	-3.000
colophon	rural_settlement	settlement	5.000	8.400	26.000	0	0.000	0	13.472	-3.000
coloricum	rural_settlement	settlement	10.000	9.600	9.000	0	0.000	0	12.906	-3.000
colossae	town	city	7.000	12.600	31.000	2	0.000	0	18.451	1.000
columbarium	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
columnata	rural_settlement	settlement	5.000	6.800	11.000	0	0.000	0	11.451	-3.000
combretovium	rural_settlement	settlement	7.000	6.800	11.000	0	0.000	0	11.451	-3.000
combustica	rural_settlement	settlement	6.000	7.000	10.000	0	0.000	0	11.513	-3.000
comeniaca	rural_settlement	settlement	6.000	5.800	11.000	0	0.000	0	10.738	-3.000
comidava	rural_settlement	settlement	6.000	6.600	8.000	0	0.000	0	11.106	-3.000
comodoliacus	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
complutum	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
compsa	rural_settlement	settlement	13.000	19.600	24.000	0	0.000	0	17.412	-3.000
comum	rural_settlement	settlement	9.000	10.200	9.000	0	0.000	0	13.193	-3.000
conbaristum	rural_settlement	settlement	3.000	5.200	9.000	0	0.000	0	10.118	-3.000
concordia	rural_settlement	settlement	8.000	9.200	9.000	0	0.000	0	12.706	-3.000
condacum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
condate	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
condate_arvernorum	rural_settlement	settlement	4.000	5.800	9.000	0	0.000	0	10.598	-3.000
condate_avaricum	rural_settlement	settlement	5.000	5.200	11.000	0	0.000	0	10.258	-3.000
condate_ordovicia	rural_settlement	settlement	3.000	3.400	10.000	0	0.000	0	8.404	-3.000
condate_redonum	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
confluenta	rural_settlement	settlement	3.000	2.400	9.000	0	0.000	0	6.994	-8.000
confluenta_celtiberia	rural_settlement	settlement	7.000	10.800	11.000	0	0.000	0	13.604	-3.000
confluentes	rural_settlement	settlement	3.000	3.400	11.000	0	0.000	0	8.474	-3.000
confluentia	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
confluentia_latobicorum	rural_settlement	settlement	4.000	5.200	8.000	0	0.000	0	10.048	-3.000
confluentia_malvensis	rural_settlement	settlement	6.000	6.200	6.000	0	0.000	0	10.685	-3.000
confluentia_margiana	rural_settlement	settlement	7.000	11.000	21.000	0	0.000	0	14.392	-3.000
confluentia_qataba	rural_settlement	settlement	5.000	7.600	10.000	0	0.000	0	11.889	-3.000
confluentia_roxolania	rural_settlement	settlement	4.000	4.200	8.000	0	0.000	0	9.133	-3.000
confluentia_subcarpathica	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
confluentiana	rural_settlement	settlement	7.000	7.800	6.000	0	0.000	0	11.729	-3.000
conimbriga	rural_settlement	settlement	11.000	12.800	11.000	0	0.000	0	14.418	-3.000
conna	rural_settlement	settlement	3.000	3.800	24.000	2	0.000	0	11.045	-3.000
consabura	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
consentia	rural_settlement	settlement	11.000	16.800	9.000	0	0.000	0	15.602	-3.000
consilinum	rural_settlement	settlement	15.000	21.200	9.000	0	0.000	0	16.750	-3.000
consoranni	rural_settlement	settlement	5.000	5.200	11.000	0	0.000	0	10.258	-3.000
constantia	rural_settlement	settlement	5.000	4.200	9.000	0	0.000	0	9.203	-3.000
contani	rural_settlement	settlement	2.000	1.800	1.000	0	0.000	0	5.424	-8.000
contestania_maior	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
contestania_minor	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
contra_pselchis	rural_settlement	settlement	5.000	6.000	15.000	0	0.000	0	11.169	-3.000
cophanta	rural_settlement	settlement	3.000	4.400	27.000	0	0.000	0	10.659	-3.000
coppi	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
cora_vicus	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
corcontia	rural_settlement	settlement	4.000	3.400	0.000	0	0.000	0	7.704	-3.000
corduba	rural_settlement	settlement	6.000	10.000	19.000	0	0.000	0	13.799	-3.000
coretia	rural_settlement	settlement	5.000	5.200	12.000	0	0.000	0	10.328	-3.000
corfinium	rural_settlement	settlement	11.000	16.600	9.000	0	0.000	0	15.543	-3.000
coriallum	rural_settlement	settlement	5.000	5.000	11.000	0	1.000	1	11.835	-3.000
coridorgis	rural_settlement	settlement	4.000	5.000	3.000	0	0.000	0	9.527	-3.000
corinium	rural_settlement	settlement	4.000	4.200	10.000	0	0.000	0	9.273	-3.000
coriondia	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
coriondia_australis	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
coriondia_borealis	rural_settlement	settlement	4.000	3.200	10.000	0	0.000	0	8.162	-3.000
coriosolitum	rural_settlement	settlement	5.000	5.000	13.000	0	0.000	0	10.227	-3.000
cornavii	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
corneliani	rural_settlement	settlement	8.000	12.800	24.000	0	0.000	0	15.328	-3.000
corniclanum	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
corniculani	rural_settlement	settlement	5.000	5.400	7.000	0	0.000	0	10.143	-3.000
corobillium	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
corra	rural_settlement	settlement	6.000	9.200	29.000	0	0.000	0	14.106	-3.000
corterate	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
cortona	town	city	18.000	24.800	29.000	0	0.000	0	20.432	3.000
cortoriacum	rural_settlement	settlement	7.000	8.800	11.000	0	0.000	0	12.638	-3.000
cortum	rural_settlement	settlement	3.000	4.600	17.000	0	0.000	0	10.148	-3.000
cosedia	rural_settlement	settlement	8.000	9.400	11.000	0	0.000	0	12.947	-3.000
cossaea	rural_settlement	settlement	5.000	6.600	29.000	0	0.000	0	12.576	-3.000
cossium	rural_settlement	settlement	8.000	10.200	9.000	0	0.000	0	13.193	-3.000
cossyra	rural_settlement	settlement	3.000	5.200	26.000	0	1.000	1	13.055	-3.000
cotesia	rural_settlement	settlement	6.000	6.800	8.000	0	0.000	0	11.241	-3.000
cotesiana	rural_settlement	settlement	7.000	9.400	6.000	0	0.000	0	12.597	-3.000
cotrica	rural_settlement	settlement	3.000	2.800	19.000	0	0.000	0	8.272	-3.000
cottabura	rural_settlement	settlement	8.000	9.200	17.000	0	0.000	0	13.266	-3.000
coula	rural_settlement	settlement	8.000	12.600	19.000	0	1.000	1	16.650	-3.000
couneia	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
cracovia	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
creasch	rural_settlement	settlement	2.000	2.600	0.000	0	0.000	0	6.661	-8.000
cremona	rural_settlement	settlement	4.000	6.000	13.000	0	1.000	1	12.776	-3.000
creones_boreales	rural_settlement	settlement	2.000	1.600	8.000	0	1.000	1	7.276	-8.000
crisia	rural_settlement	settlement	7.000	7.000	0.000	0	0.000	0	10.813	-3.000
crisiana	rural_settlement	settlement	3.000	3.400	0.000	0	0.000	0	7.704	-3.000
crispiana	rural_settlement	settlement	5.000	5.200	9.000	0	0.000	0	10.118	-3.000
crixia	rural_settlement	settlement	8.000	11.200	8.000	0	0.000	0	13.567	-3.000
croatis	rural_settlement	settlement	8.000	10.800	27.000	0	0.000	0	14.724	-3.000
croton	city	city	19.000	35.200	33.000	0	1.000	1	24.221	8.000
crouciaconnum	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
cruciatum	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
crucinae	rural_settlement	settlement	9.000	8.400	9.000	0	0.000	0	12.282	-3.000
cruciniacum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
crucium	rural_settlement	settlement	4.000	5.200	8.000	0	0.000	0	10.048	-3.000
crumerum	rural_settlement	settlement	4.000	4.800	9.000	0	0.000	0	9.771	-3.000
ctesiphon	city	city	22.000	27.400	40.000	0	1.000	1	23.449	7.000
cuicul	rural_settlement	settlement	5.000	6.800	19.000	0	0.000	0	12.011	-3.000
cularo	rural_settlement	settlement	8.000	8.600	7.000	0	0.000	0	12.251	-3.000
culucitanis	rural_settlement	settlement	4.000	6.000	26.000	0	0.000	0	11.939	-3.000
cumania	rural_settlement	settlement	3.000	3.600	1.000	0	0.000	0	8.005	-3.000
cunetio	rural_settlement	settlement	7.000	9.800	10.000	0	0.000	0	13.074	-3.000
cuni	rural_settlement	settlement	4.000	5.200	28.000	0	0.000	0	11.448	-3.000
cunna	rural_settlement	settlement	4.000	4.200	24.000	0	0.000	0	10.253	-3.000
cuppae	rural_settlement	settlement	4.000	5.400	10.000	0	0.000	0	10.353	-3.000
curana	rural_settlement	settlement	10.000	15.600	23.000	0	0.000	0	16.219	-3.000
cures	rural_settlement	settlement	4.000	7.000	24.000	0	0.000	0	12.493	-3.000
cureta	rural_settlement	settlement	1.000	0.800	3.000	0	0.000	0	3.266	-8.000
curia	rural_settlement	settlement	7.000	7.400	7.000	0	0.000	0	11.557	-3.000
curicum	rural_settlement	settlement	5.000	8.400	8.000	0	0.000	0	12.212	-3.000
curisiacum	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
curmiliaca	rural_settlement	settlement	7.000	7.600	9.000	0	0.000	0	11.819	-3.000
curubis	city	city	40.000	66.800	33.000	0	1.000	1	27.484	14.000
cutha	city	city	13.000	21.200	33.000	2	0.000	0	21.139	3.000
cybistra	rural_settlement	settlement	6.000	8.000	26.000	2	0.000	0	14.454	-3.000
cydamus	town	city	15.000	18.800	10.000	0	2.000	0	19.703	3.000
cymiza	rural_settlement	settlement	7.000	10.200	18.000	0	0.000	0	13.823	-3.000
cyrg	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
cyropolis_persica	rural_settlement	settlement	4.000	5.800	29.000	0	0.000	0	11.998	-3.000
cyrrhus	rural_settlement	settlement	2.000	2.800	24.000	0	0.000	0	8.622	-3.000
cyxt	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
dableis	rural_settlement	settlement	4.000	5.400	24.000	0	0.000	0	11.333	-3.000
dabrum	rural_settlement	settlement	6.000	7.600	33.000	0	0.000	0	13.499	-3.000
dadhipadra	rural_settlement	settlement	9.000	8.600	26.000	0	0.000	0	13.581	-3.000
dadima	rural_settlement	settlement	5.000	8.400	29.000	2	0.000	0	14.890	-3.000
dadybra	rural_settlement	settlement	5.000	6.600	3.000	0	0.000	0	10.756	-3.000
dagana	rural_settlement	settlement	4.000	6.000	24.000	0	0.000	0	11.799	-3.000
dahoua	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
dahyuupati	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
daidala	rural_settlement	settlement	4.000	6.000	26.000	0	0.000	0	11.939	-3.000
dakharaib	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
dakhtar	rural_settlement	settlement	10.000	16.200	20.000	0	0.000	0	16.194	-3.000
dalanda	rural_settlement	settlement	6.000	6.000	18.000	0	0.000	0	11.379	-3.000
dalhi	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
dalmoxor	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
daltonganj	rural_settlement	settlement	5.000	6.000	8.000	0	0.000	0	10.679	-3.000
damak	rural_settlement	settlement	9.000	10.600	8.000	0	0.000	0	13.305	-3.000
damar	rural_settlement	settlement	4.000	4.400	10.000	0	0.000	0	9.469	-3.000
damascus	city	city	18.000	25.600	37.000	2	0.000	0	22.359	5.000
damasia	rural_settlement	settlement	8.000	9.600	9.000	0	0.000	0	12.906	-3.000
damnonii	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
damoh	town	city	22.000	30.200	15.000	0	0.000	0	20.440	3.000
dan	town	city	4.000	4.400	29.000	2	0.000	0	13.508	-6.000
danai_0	rural_settlement	settlement	3.000	3.600	9.000	0	0.000	0	8.565	-3.000
danai_1	rural_settlement	settlement	2.000	1.800	5.000	0	0.000	0	5.704	-8.000
danano	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
dandutia	rural_settlement	settlement	2.000	2.600	0.000	0	0.000	0	6.661	-8.000
dangra	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
dantapura	rural_settlement	settlement	13.000	19.200	18.000	0	0.000	0	16.890	-3.000
danum	rural_settlement	settlement	3.000	3.400	6.000	0	0.000	0	8.124	-3.000
daphnai	rural_settlement	settlement	13.000	20.400	33.000	0	0.000	0	18.240	-3.000
dara	rural_settlement	settlement	5.000	8.400	19.000	0	0.000	0	12.982	-3.000
darabgird	rural_settlement	settlement	7.000	6.800	29.000	0	0.000	0	12.711	-3.000
darada	rural_settlement	settlement	4.000	5.400	6.000	0	0.000	0	10.073	-3.000
darak	rural_settlement	settlement	3.000	3.600	27.000	0	0.000	0	9.825	-3.000
darangia	rural_settlement	settlement	3.000	2.600	23.000	0	0.000	0	8.271	-3.000
darantasia	rural_settlement	settlement	4.000	3.600	7.000	0	0.000	0	8.425	-3.000
darentiaca	rural_settlement	settlement	6.000	9.200	9.000	0	0.000	0	12.706	-3.000
darga	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
daria	rural_settlement	settlement	8.000	6.600	22.000	0	0.000	0	12.086	-3.000
darinia_australis	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
darinia_borealis	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
dariorigum	rural_settlement	settlement	5.000	5.000	11.000	0	1.000	1	11.835	-3.000
darium	rural_settlement	settlement	8.000	14.200	29.000	0	0.000	0	16.181	-3.000
darkus	rural_settlement	settlement	4.000	7.400	24.000	2	0.000	0	13.955	-3.000
darman	rural_settlement	settlement	3.000	5.200	18.000	0	0.000	0	10.748	-3.000
darnis	rural_settlement	settlement	3.000	6.000	21.000	0	0.000	0	11.589	-3.000
daroideia	rural_settlement	settlement	5.000	5.200	27.000	0	0.000	0	11.378	-3.000
darou	town	city	8.000	11.000	25.000	0	0.000	0	16.172	-2.000
darur	rural_settlement	settlement	4.000	5.400	11.000	0	0.000	0	10.423	-3.000
dasapura	rural_settlement	settlement	15.000	23.800	26.000	0	0.000	0	18.516	-3.000
dashband	rural_settlement	settlement	3.000	5.200	19.000	0	0.000	0	10.818	-3.000
dasht	rural_settlement	settlement	9.000	15.200	16.000	2	0.000	0	16.811	-3.000
daskara	rural_settlement	settlement	4.000	4.600	31.000	2	0.000	0	12.337	-3.000
daskousa	rural_settlement	settlement	3.000	2.800	18.000	0	0.000	0	8.202	-3.000
daskyleion	town	city	4.000	6.000	29.000	3	0.000	0	15.174	-4.000
dasmenda	town	city	8.000	12.200	20.000	0	0.000	0	16.317	-2.000
dasminium	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
dasteira	rural_settlement	settlement	6.000	10.800	18.000	0	0.000	0	14.094	-3.000
datah	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
dauaba	rural_settlement	settlement	9.000	11.200	2.000	0	0.000	0	13.147	-3.000
daugava	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
dausa	town	city	28.000	36.000	29.000	0	0.000	0	22.307	5.000
dausara	rural_settlement	settlement	5.000	8.000	26.000	3	0.000	0	14.770	-3.000
davaka	rural_settlement	settlement	7.000	9.200	9.000	0	0.000	0	12.706	-3.000
dawan	rural_settlement	settlement	8.000	11.400	19.000	0	0.000	0	14.422	-3.000
dawasir	rural_settlement	settlement	9.000	7.800	8.000	0	0.000	0	11.869	-3.000
dayawadi	rural_settlement	settlement	3.000	2.800	7.000	0	0.000	0	7.432	-8.000
dayyub	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
dazimon	rural_settlement	settlement	5.000	5.400	9.000	0	0.000	0	10.283	-3.000
dbark	rural_settlement	settlement	6.000	9.600	18.000	0	0.000	0	13.536	-3.000
debarwa	rural_settlement	settlement	8.000	8.000	16.000	0	0.000	0	12.546	-3.000
debdeb	rural_settlement	settlement	6.000	4.800	10.000	0	0.000	0	9.841	-3.000
debelton	rural_settlement	settlement	5.000	7.600	18.000	0	0.000	0	12.449	-3.000
debiri	rural_settlement	settlement	4.000	6.000	28.000	0	0.000	0	12.079	-3.000
decaniacum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
decem_pagi	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
decetia	rural_settlement	settlement	7.000	7.800	11.000	0	0.000	0	12.079	-3.000
dechret_kamra	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
decidava	rural_settlement	settlement	5.000	7.600	8.000	0	0.000	0	11.749	-3.000
dedan	rural_settlement	settlement	5.000	7.000	18.000	0	0.000	0	12.073	-3.000
dedigama	rural_settlement	settlement	6.000	9.600	21.000	0	0.000	0	13.746	-3.000
dedoplis	rural_settlement	settlement	4.000	5.200	20.000	0	0.000	0	10.888	-3.000
dedris	rural_settlement	settlement	1.000	0.800	10.000	0	0.000	0	3.756	-8.000
deh_bozan	rural_settlement	settlement	9.000	11.600	29.000	2	0.000	0	16.414	-3.000
deire	rural_settlement	settlement	5.000	7.000	18.000	0	1.000	1	13.821	-3.000
dela	rural_settlement	settlement	4.000	5.400	8.000	0	0.000	0	10.213	-3.000
delminion	rural_settlement	settlement	6.000	6.000	8.000	0	0.000	0	10.679	-3.000
delos	town	city	10.000	15.200	24.000	0	1.000	1	19.410	2.000
delphi	city	city	19.000	35.800	37.000	0	0.000	0	22.839	6.000
demetrias_arachosias	rural_settlement	settlement	6.000	6.400	19.000	0	0.000	0	11.738	-3.000
